Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend
Partial College,Professional,M,M,1,1,2,4,89407,48,109
Bachelors ,Management,M,S,0,1,1,3,122570,48,93
Bachelors ,Management,F,S,0,1,1,3,112520,48,60
High School,Professional,F,M,1,2,1,2,70586,47,59
Partial College,Professional,M,M,1,2,1,2,93561,47,92
Partial College,Professional,M,M,1,2,1,2,105370,47,96
Partial College,Professional,M,M,1,2,1,2,85366,47,91
Partial High School,Skilled Manual,F,S,1,2,1,2,61734,46,53
Partial High School,Skilled Manual,F,S,1,2,1,2,74716,46,57
Partial High School,Skilled Manual,F,M,0,3,1,3,67998,45,58
Partial College,Clerical,F,M,0,1,0,0,32055,24,44
Partial High School,Manual,M,S,1,2,0,0,13669,18,51
Partial High School,Manual,F,M,1,2,0,0,22403,18,41
Partial College,Clerical,F,S,1,1,0,0,52122,19,42
High School,Manual,M,S,0,1,0,0,44546,20,60
High School,Manual,F,S,0,1,0,0,46454,20,39
Bachelors ,Skilled Manual,M,M,1,0,1,1,56620,24,87
High School,Manual,M,S,1,1,0,0,38857,25,62
Partial High School,Manual,F,S,0,2,0,0,17056,26,44
High School,Manual,M,S,0,1,0,0,59322,25,74
Bachelors ,Skilled Manual,M,M,1,0,1,1,48871,25,81
Graduate Degree,Skilled Manual,F,S,0,0,0,0,59451,25,47
Partial High School,Manual,M,M,1,2,0,0,22422,26,62
Partial High School,Manual,M,M,1,2,0,0,12025,26,60
High School,Manual,F,S,1,1,0,0,50335,26,44
High School,Manual,F,S,0,1,0,0,47643,26,43
High School,Manual,M,S,1,1,0,0,39422,26,67
High School,Manual,M,S,0,1,0,0,43537,26,64
Bachelors ,Skilled Manual,F,M,1,1,1,1,54330,26,58
Bachelors ,Skilled Manual,F,M,1,1,1,1,38101,26,51
Partial College,Clerical,F,M,1,0,2,2,46554,26,63
Partial High School,Manual,M,S,0,2,0,4,20071,82,36
Partial High School,Manual,F,S,1,2,0,0,22469,27,45
Partial High School,Manual,F,S,0,2,0,0,12267,27,43
High School,Manual,M,M,0,1,0,0,38276,27,65
High School,Manual,M,S,0,1,0,0,44969,27,58
Partial College,Clerical,M,S,1,1,2,2,65064,27,91
Partial College,Clerical,F,M,1,1,2,2,36903,27,59
Partial College,Clerical,F,M,1,2,2,2,47683,27,61
Partial College,Clerical,M,S,1,2,2,2,47323,28,86
Partial College,Clerical,F,M,1,2,2,2,50219,28,63
Partial College,Clerical,M,M,1,2,2,2,72893,28,101
Partial College,Clerical,F,M,1,0,3,3,64362,23,73
Partial College,Clerical,F,M,1,2,3,3,43483,24,71
Graduate Degree,Skilled Manual,F,S,0,0,0,0,59904,24,48
Graduate Degree,Skilled Manual,M,S,0,0,0,0,75259,24,74
Partial College,Clerical,M,M,1,1,4,4,54941,23,121
Partial College,Clerical,M,M,1,1,4,4,48669,23,119
Bachelors ,Skilled Manual,M,M,1,1,0,1,59050,68,59
Graduate Degree,Skilled Manual,M,S,0,0,0,0,133931,32,79
Graduate Degree,Skilled Manual,M,S,1,0,0,0,144480,32,79
Graduate Degree,Skilled Manual,F,S,1,0,0,0,95028,32,45
Partial High School,Clerical,F,S,1,2,0,3,10502,44,43
Partial College,Clerical,M,M,1,1,0,1,41242,44,69
Partial High School,Clerical,F,S,0,2,0,3,18082,43,42
Partial High School,Clerical,F,S,0,2,0,3,32517,43,41
High School,Clerical,F,S,0,2,0,1,44502,43,45
High School,Skilled Manual,F,S,0,2,0,2,30181,42,38
High School,Skilled Manual,M,M,1,2,0,2,43952,42,73
High School,Skilled Manual,F,S,0,2,0,2,41344,42,43
Partial High School,Clerical,M,S,1,2,1,2,21678,41,68
Partial High School,Clerical,M,S,1,2,1,2,20280,41,67
Partial High School,Clerical,M,M,1,2,1,2,12324,41,73
Partial High School,Clerical,M,M,1,2,1,2,19893,41,70
Partial High School,Clerical,F,M,1,2,1,2,32321,41,55
High School,Skilled Manual,M,S,1,2,0,2,53524,40,62
High School,Skilled Manual,M,S,1,2,0,2,52939,40,68
Partial College,Clerical,F,M,1,1,0,1,49625,40,51
Partial College,Clerical,M,M,1,1,0,1,48374,40,72
Partial College,Clerical,M,M,1,1,0,1,57575,40,75
Partial College,Clerical,F,M,1,1,0,1,36707,40,48
Partial College,Clerical,F,M,0,1,0,2,42756,39,48
Partial College,Clerical,F,S,0,1,0,2,46619,39,46
Partial College,Clerical,M,S,1,1,0,2,62062,39,76
Graduate Degree,Skilled Manual,M,S,1,0,0,0,88593,26,74
Graduate Degree,Skilled Manual,M,S,0,0,0,0,94368,25,75
Graduate Degree,Skilled Manual,F,M,1,0,0,0,56889,25,45
Bachelors ,Skilled Manual,M,S,0,1,2,2,101874,30,101
Graduate Degree,Skilled Manual,F,M,1,0,0,1,58059,25,44
Graduate Degree,Skilled Manual,M,M,0,0,0,1,73382,25,73
Graduate Degree,Skilled Manual,M,S,1,0,0,1,66919,25,75
Graduate Degree,Skilled Manual,M,M,1,0,0,1,121113,25,78
Graduate Degree,Skilled Manual,M,M,1,0,0,1,88323,26,78
Graduate Degree,Skilled Manual,M,M,1,0,0,1,73187,26,78
Graduate Degree,Skilled Manual,F,M,1,0,0,1,103278,27,55
Graduate Degree,Skilled Manual,M,S,1,0,0,1,107391,27,71
Graduate Degree,Skilled Manual,F,M,1,0,0,1,82592,27,54
Graduate Degree,Skilled Manual,F,M,1,0,0,1,87939,27,55
Graduate Degree,Skilled Manual,M,M,1,0,1,1,109205,27,97
Graduate Degree,Skilled Manual,F,M,1,0,1,1,87230,27,61
Graduate Degree,Skilled Manual,F,M,1,0,1,1,89981,27,61
Graduate Degree,Skilled Manual,F,M,1,0,1,1,67283,26,59
Graduate Degree,Skilled Manual,F,M,1,0,0,1,83620,26,58
Graduate Degree,Skilled Manual,M,M,1,0,0,1,119349,26,87
Graduate Degree,Professional,F,S,0,0,0,1,74605,26,48
Bachelors ,Skilled Manual,M,M,1,0,1,1,54162,28,78
Bachelors ,Skilled Manual,F,M,1,0,1,1,50938,28,59
Bachelors ,Skilled Manual,F,M,1,0,1,1,51313,28,53
Bachelors ,Skilled Manual,F,M,1,1,1,1,47811,28,52
Bachelors ,Skilled Manual,F,M,1,1,1,1,45533,28,56
Bachelors ,Skilled Manual,F,M,1,1,1,1,72708,28,58
Bachelors ,Skilled Manual,M,M,1,1,1,1,56766,28,86
Bachelors ,Skilled Manual,M,M,1,1,1,1,91433,29,98
Bachelors ,Skilled Manual,F,M,1,0,2,2,81311,29,75
Bachelors ,Skilled Manual,F,M,1,0,2,2,81212,29,69
Bachelors ,Skilled Manual,M,S,1,0,2,2,92940,29,99
Bachelors ,Skilled Manual,M,S,1,0,2,2,86975,29,99
Graduate Degree,Professional,M,S,0,0,0,1,104476,27,72
Graduate Degree,Professional,M,S,1,0,0,3,116042,27,77
High School,Skilled Manual,F,M,1,3,4,4,45774,30,81
Bachelors ,Skilled Manual,F,M,1,1,2,2,83816,30,72
High School,Skilled Manual,F,M,1,2,5,5,36227,31,83
Graduate Degree,Professional,F,M,1,0,0,4,87338,28,51
Graduate Degree,Professional,F,M,0,0,0,4,112642,28,55
Graduate Degree,Professional,M,M,0,0,0,4,110369,28,84
Graduate Degree,Professional,F,M,1,0,0,4,94756,28,56
Bachelors ,Skilled Manual,F,M,1,1,2,2,39242,31,62
Bachelors ,Skilled Manual,F,S,0,1,2,2,52839,31,62
Bachelors ,Skilled Manual,M,M,1,1,3,3,134872,32,136
Bachelors ,Skilled Manual,M,M,1,1,3,3,116949,32,130
Graduate Degree,Professional,M,S,1,0,0,0,104063,32,78
Graduate Degree,Professional,F,S,1,0,0,4,90615,32,53
Graduate Degree,Professional,F,M,1,0,0,2,88205,29,50
Graduate Degree,Professional,F,M,1,0,0,5,95427,29,56
Graduate Degree,Professional,M,M,1,0,0,5,114944,29,84
Graduate Degree,Professional,M,M,1,2,5,5,117889,29,160
Graduate Degree,Professional,F,M,1,2,5,5,101741,29,103
Graduate Degree,Professional,F,M,1,3,5,5,101384,29,104
Graduate Degree,Professional,M,M,1,3,5,5,112253,29,154
Bachelors ,Professional,F,S,1,1,0,0,64263,33,52
Bachelors ,Skilled Manual,F,M,1,2,3,3,52012,33,72
Bachelors ,Skilled Manual,M,M,1,3,3,3,71901,33,115
Graduate Degree,Professional,F,S,1,0,0,0,100005,33,53
Graduate Degree,Professional,M,M,0,0,0,0,115260,33,83
Graduate Degree,Professional,F,M,1,1,0,0,98267,33,54
Graduate Degree,Professional,M,S,1,1,0,0,115189,33,79
Graduate Degree,Professional,F,M,0,1,0,0,104272,33,55
Graduate Degree,Clerical,F,S,1,0,0,0,71271,30,50
Graduate Degree,Clerical,F,M,1,0,0,0,65445,30,57
Graduate Degree,Clerical,M,S,1,0,0,0,84481,30,74
Partial College,Manual,F,S,0,2,0,4,23943,73,32
Partial College,Professional,M,S,0,2,4,4,155167,41,142
Partial College,Professional,M,S,0,3,4,4,148808,41,140
High School,Professional,F,S,0,4,4,4,134700,42,93
High School,Professional,M,M,1,2,1,2,115471,43,102
High School,Professional,F,S,0,1,2,3,117532,43,70
Partial College,Professional,M,M,0,3,4,4,158141,43,153
High School,Professional,F,S,1,2,1,5,72799,54,58
High School,Professional,M,M,1,2,1,5,88743,54,90
Bachelors ,Management,F,S,0,2,0,5,116281,54,44
Bachelors ,Management,F,M,1,3,4,4,140503,54,92
High School,Professional,M,M,1,3,1,5,87037,53,81
Bachelors ,Management,F,M,0,4,3,3,107844,52,79
Bachelors ,Management,M,M,1,1,5,5,149513,52,163
Partial College,Professional,F,M,1,4,4,4,125569,52,88
Bachelors ,Management,F,M,1,3,4,4,139980,52,91
Partial College,Professional,M,S,1,1,2,4,126814,44,100
Partial College,Professional,F,S,1,4,4,4,121585,44,88
Partial College,Professional,F,S,0,4,4,4,146467,44,84
Partial College,Professional,F,M,0,4,4,4,142438,44,97
High School,Professional,F,M,1,4,4,4,125595,44,97
High School,Professional,M,M,1,4,4,4,163402,44,153
High School,Professional,M,S,0,0,5,5,160602,44,150
Partial High School,Professional,M,S,0,2,5,5,154435,44,150
Partial College,Professional,F,M,1,2,2,4,94200,45,75
Bachelors ,Management,F,M,0,3,4,4,105200,45,94
Bachelors ,Management,M,S,0,4,4,4,127746,45,132
Partial College,Professional,M,M,1,2,1,4,116804,46,96
Bachelors ,Management,F,S,0,2,5,5,149294,46,98
High School,Professional,M,M,1,3,1,4,112340,47,99
High School,Professional,F,S,1,3,1,4,104393,47,60
High School,Professional,M,M,0,3,5,5,144366,47,162
Bachelors ,Management,F,M,1,3,5,5,150025,47,107
High School,Management,F,S,0,3,1,4,89406,48,54
High School,Management,F,S,1,3,1,4,102688,48,60
Partial College,Management,F,S,0,2,5,5,144326,48,100
High School,Management,F,M,0,3,1,4,107417,49,63
High School,Management,M,S,1,3,1,4,114526,49,89
Bachelors ,Professional,F,S,0,3,0,0,97398,25,50
High School,Management,F,M,1,4,1,5,93127,50,63
High School,Management,F,M,1,3,1,4,99240,50,67
Partial High School,Skilled Manual,F,M,1,4,1,4,91213,50,60
High School,Management,F,M,1,3,5,5,134632,50,107
High School,Management,F,M,1,4,5,5,145323,50,103
Partial High School,Skilled Manual,F,M,0,2,0,5,87825,51,48
Partial High School,Professional,F,S,0,1,5,5,91061,51,88
Bachelors ,Professional,F,M,1,3,0,0,82522,23,52
Bachelors ,Professional,F,S,1,4,0,0,73430,23,45
Bachelors ,Professional,M,S,0,2,0,0,85878,23,73
Bachelors ,Professional,M,S,0,2,0,0,92544,23,72
Bachelors ,Professional,F,M,1,2,0,0,83894,23,52
Bachelors ,Professional,F,S,1,2,0,0,82651,22,54
Bachelors ,Professional,M,S,0,3,0,0,104203,23,80
Bachelors ,Professional,M,S,0,4,0,0,92634,24,76
Bachelors ,Professional,M,S,0,3,0,0,91679,24,73
Bachelors ,Professional,M,M,0,4,0,0,97345,24,82
Bachelors ,Professional,F,S,1,3,0,0,105786,23,49
Bachelors ,Professional,M,M,1,3,0,0,143024,24,86
Bachelors ,Professional,F,S,1,3,0,0,102149,24,50
Bachelors ,Professional,M,S,0,3,0,0,132408,25,79
Bachelors ,Professional,F,S,1,3,0,0,109437,24,49
Partial College,Management,M,S,0,3,5,5,159290,24,155
Bachelors ,Professional,F,S,1,3,0,0,103363,25,48
Bachelors ,Professional,F,S,0,3,0,0,108827,25,50
Bachelors ,Professional,F,M,1,3,0,0,104142,25,53
Bachelors ,Professional,F,M,1,3,0,0,111906,25,60
Bachelors ,Professional,F,S,0,3,0,0,116298,26,49
High School,Management,F,M,1,2,5,5,97891,25,102
Bachelors ,Professional,M,S,1,3,0,0,122983,26,77
High School,Management,M,M,0,3,5,5,114741,26,155
High School,Management,M,M,1,3,5,5,119056,26,160
Bachelors ,Professional,M,S,0,4,0,0,136176,27,75
High School,Management,F,S,0,3,5,5,127761,26,97
Bachelors ,Professional,F,M,0,4,0,0,113759,27,55
High School,Management,M,S,1,3,5,5,109224,27,139
Bachelors ,Professional,F,S,0,4,0,0,117024,28,52
Bachelors ,Professional,M,S,0,4,0,0,149241,28,81
Partial High School,Professional,M,M,1,4,5,5,114264,28,154
High School,Management,F,M,1,4,5,5,125403,28,104
Partial High School,Professional,M,S,0,4,5,5,166376,28,159
Partial High School,Professional,F,M,1,4,5,5,136342,28,110
Partial High School,Professional,F,M,0,4,5,5,125245,28,101
High School,Management,M,M,0,4,5,5,150983,27,167
High School,Professional,M,S,0,2,0,4,65935,50,68
High School,Professional,M,S,0,2,0,4,53559,50,64
High School,Professional,F,S,0,2,0,4,39488,50,37
High School,Professional,M,S,1,2,0,4,59190,50,63
High School,Professional,F,S,1,2,0,4,49307,61,41
High School,Professional,M,M,1,2,0,4,62911,61,68
Graduate Degree,Management,F,S,0,2,0,3,85604,61,42
Graduate Degree,Management,M,S,1,2,0,3,117953,60,69
Graduate Degree,Management,M,M,1,2,0,3,116551,60,74
Graduate Degree,Management,F,S,1,2,0,3,94316,59,51
Graduate Degree,Management,F,M,1,2,0,3,81037,59,45
Graduate Degree,Management,F,S,1,2,0,3,98400,59,47
Bachelors ,Management,M,M,1,2,0,3,104299,58,80
Bachelors ,Management,M,M,1,2,0,3,109636,58,74
Bachelors ,Management,M,M,1,2,0,3,97429,58,74
Bachelors ,Management,F,M,1,2,0,3,87033,58,45
Bachelors ,Management,M,M,1,2,0,3,93455,58,74
Graduate Degree,Management,F,S,1,2,0,3,96816,58,46
High School,Professional,M,S,0,2,0,4,66342,57,63
Bachelors ,Management,M,M,1,2,0,3,73215,57,74
Bachelors ,Management,F,S,1,2,0,4,57722,57,40
Bachelors ,Management,M,M,1,2,0,4,100856,55,78
Bachelors ,Management,F,S,0,2,0,4,91574,55,47
High School,Professional,M,M,1,2,0,4,61257,51,69
Partial High School,Skilled Manual,M,S,1,3,0,5,35298,53,61
Partial High School,Skilled Manual,F,M,1,4,0,5,43150,53,44
Partial High School,Skilled Manual,F,M,1,4,0,5,40135,53,42
High School,Professional,F,S,0,3,0,5,37423,52,44
Bachelors ,Management,F,S,1,3,0,5,80432,52,50
Bachelors ,Management,F,S,0,3,0,5,85647,52,43
High School,Professional,F,M,1,1,1,2,44665,51,44
High School,Professional,M,M,1,1,1,2,58009,51,84
High School,Professional,F,M,1,2,1,2,45107,51,54
High School,Professional,F,M,0,2,1,2,58455,51,46
High School,Professional,M,M,0,2,1,2,44744,51,82
Bachelors ,Management,F,S,0,1,1,2,87704,51,57
High School,Professional,F,S,1,2,1,2,47142,50,52
Partial College,Professional,M,M,1,1,1,2,98562,50,96
Partial College,Professional,F,M,1,1,1,2,79289,50,57
Partial College,Professional,M,M,1,1,1,2,94742,50,97
Partial College,Professional,F,M,1,2,1,2,64544,50,57
Bachelors ,Management,M,S,0,0,1,2,104421,50,87
Bachelors ,Management,F,M,1,0,1,2,81945,50,62
Bachelors ,Management,M,M,1,0,1,2,91362,50,96
Partial College,Professional,F,S,1,2,1,2,80216,49,57
Partial College,Professional,F,M,1,2,1,2,69954,49,59
Partial College,Professional,F,M,1,2,1,2,79810,49,58
Partial College,Professional,F,M,1,2,1,2,78521,49,62
Partial College,Professional,F,M,1,2,1,2,64392,49,56
Partial College,Professional,F,M,1,1,1,2,87862,49,61
Partial College,Professional,M,M,1,2,1,2,113081,48,99
Partial College,Professional,M,M,1,1,1,2,88253,48,87
Partial College,Professional,F,S,1,1,2,4,97007,48,68
Partial College,Professional,M,M,1,1,2,4,116894,48,112
Bachelors ,Management,F,M,1,1,1,3,97243,48,62
High School,Professional,F,M,1,2,1,2,79087,47,58
Partial College,Professional,M,M,1,2,1,2,101467,47,92
Partial College,Professional,F,M,1,2,2,4,74455,47,69
High School,Professional,F,M,1,2,1,2,66984,46,62
High School,Professional,M,M,1,2,1,2,90583,46,90
Partial High School,Skilled Manual,M,S,1,2,1,2,85707,46,85
Partial High School,Skilled Manual,F,M,1,2,1,2,86140,46,70
Partial High School,Skilled Manual,M,M,1,2,1,2,87673,46,89
High School,Professional,F,M,1,2,1,3,66776,45,63
High School,Professional,F,S,1,2,1,3,70010,45,53
Partial High School,Skilled Manual,M,M,1,3,1,3,93472,45,97
Partial High School,Skilled Manual,M,S,1,3,1,3,83759,45,80
Graduate Degree,Management,F,S,1,3,0,1,151417,30,58
Graduate Degree,Management,M,S,0,0,0,1,184133,30,84
High School,Skilled Manual,M,M,1,2,0,4,13866,54,55
Partial College,Skilled Manual,M,S,0,1,0,0,74237,20,61
Partial College,Skilled Manual,M,S,0,1,0,0,64605,20,66
Partial College,Skilled Manual,F,S,0,1,0,0,58881,20,44
Partial College,Skilled Manual,F,S,1,1,0,0,43812,20,43
Partial College,Skilled Manual,F,S,0,1,0,0,49822,20,47
Partial High School,Clerical,F,M,0,2,1,2,15162,53,51
Partial High School,Clerical,M,M,1,2,1,2,12458,50,65
Partial High School,Clerical,M,S,1,2,1,2,14729,50,69
Partial College,Skilled Manual,F,M,0,2,0,0,74850,20,54
Bachelors ,Professional,M,S,0,2,0,0,56603,21,59
Partial High School,Clerical,F,M,1,2,1,2,18800,50,46
Partial College,Skilled Manual,M,S,1,2,0,0,84004,21,71
Partial High School,Clerical,F,M,1,3,1,2,32496,48,48
Partial High School,Clerical,M,S,1,2,1,2,13580,48,70
Partial High School,Clerical,M,M,1,2,1,2,21775,48,73
Partial High School,Clerical,F,M,1,2,1,2,23182,47,53
Bachelors ,Professional,F,S,1,2,0,0,42378,18,43
Bachelors ,Professional,M,S,0,2,0,0,67734,18,71
Partial College,Skilled Manual,M,S,0,2,0,0,91631,19,69
Partial High School,Clerical,M,M,1,3,1,2,10055,46,72
Partial College,Skilled Manual,F,M,0,2,0,2,48682,45,46
Partial College,Skilled Manual,F,M,1,2,0,2,38229,45,48
Partial College,Skilled Manual,M,S,1,2,0,2,49398,45,67
Partial High School,Clerical,F,S,0,2,0,3,42517,44,49
Partial High School,Clerical,F,S,0,2,0,3,43714,44,45
Partial College,Skilled Manual,F,S,0,2,0,2,99330,43,50
Partial College,Skilled Manual,F,S,0,2,0,2,103845,43,52
Partial College,Skilled Manual,M,M,0,2,0,2,112150,43,82
Partial College,Skilled Manual,F,S,0,2,0,0,39475,23,46
High School,Skilled Manual,F,S,1,2,0,0,41731,23,44
High School,Skilled Manual,M,S,0,2,0,0,47344,23,64
High School,Skilled Manual,M,S,1,2,0,0,70553,23,71
Partial College,Skilled Manual,F,S,0,2,0,0,72235,23,50
High School,Skilled Manual,F,M,1,2,0,0,40457,24,47
Partial College,Skilled Manual,M,M,1,2,0,0,73686,25,76
Partial College,Professional,M,M,1,2,0,0,87981,25,78
Partial College,Professional,F,S,0,2,0,0,83280,25,51
Partial College,Professional,F,M,1,2,0,0,84681,25,52
Bachelors ,Skilled Manual,M,M,1,0,0,1,66237,35,76
High School,Skilled Manual,F,S,1,2,0,2,93759,42,52
High School,Skilled Manual,F,S,0,2,0,2,102920,42,48
High School,Skilled Manual,M,M,1,2,0,2,88183,41,82
Bachelors ,Management,F,S,0,4,0,1,106641,40,46
Bachelors ,Management,M,M,0,1,1,1,128744,40,105
Bachelors ,Management,M,M,1,1,1,1,130160,40,108
Bachelors ,Management,M,S,0,3,1,1,120966,39,95
Bachelors ,Management,M,M,1,3,1,1,131938,39,101
Partial College,Professional,M,S,1,2,0,0,108033,25,78
Bachelors ,Management,M,S,0,1,0,0,123091,25,79
High School,Professional,F,S,0,2,0,0,49410,24,43
High School,Professional,F,S,1,2,0,0,50467,24,47
Partial High School,Skilled Manual,M,M,0,2,0,0,58159,24,68
Bachelors ,Management,M,S,0,2,0,0,168636,32,82
Partial High School,Skilled Manual,M,M,1,2,0,2,78261,41,74
Bachelors ,Professional,F,S,0,1,0,0,58383,34,46
Bachelors ,Skilled Manual,M,S,0,2,4,4,99371,34,127
Bachelors ,Skilled Manual,F,M,1,3,4,4,79962,34,89
Bachelors ,Skilled Manual,F,M,1,3,4,4,95536,34,89
Bachelors ,Skilled Manual,F,M,1,3,5,5,78762,34,97
Bachelors ,Skilled Manual,F,S,0,2,2,4,72169,34,64
Bachelors ,Skilled Manual,F,M,1,2,2,4,71764,34,65
Bachelors ,Clerical,M,M,1,0,0,1,42936,42,71
Bachelors ,Professional,F,M,1,2,2,4,89208,35,75
Graduate Degree,Professional,F,M,0,0,2,3,92505,35,69
Graduate Degree,Professional,M,M,0,0,2,3,117694,35,122
Bachelors ,Professional,F,S,1,1,0,1,84949,36,52
Bachelors ,Professional,F,S,1,1,0,1,92189,36,52
Bachelors ,Professional,F,S,0,2,0,0,56749,37,47
High School,Skilled Manual,M,M,1,2,3,4,43155,37,108
High School,Skilled Manual,M,M,1,3,3,4,49220,37,105
Partial College,Skilled Manual,M,M,0,1,0,1,84490,37,79
Partial College,Skilled Manual,M,M,1,1,0,1,84924,37,79
Partial College,Skilled Manual,F,M,1,1,0,1,62988,37,50
Partial College,Skilled Manual,M,M,0,1,0,1,86800,37,82
Bachelors ,Professional,F,S,0,1,0,0,54605,38,47
Bachelors ,Professional,M,M,0,1,0,0,69342,38,75
Bachelors ,Professional,M,S,0,1,0,0,78537,38,71
Partial College,Skilled Manual,F,M,1,1,0,1,67972,38,55
Partial College,Skilled Manual,F,S,0,1,0,0,48390,31,49
Partial College,Skilled Manual,M,S,0,1,0,0,56893,31,69
Partial College,Skilled Manual,M,S,0,1,0,0,78799,31,71
Partial College,Skilled Manual,F,S,0,1,0,0,50251,31,42
Partial College,Skilled Manual,M,M,1,1,0,1,85047,38,80
Partial College,Skilled Manual,M,M,0,1,0,1,79283,38,80
Partial College,Skilled Manual,F,M,1,1,0,1,63591,38,56
Partial College,Skilled Manual,F,M,1,1,0,1,79284,39,47
Bachelors ,Professional,M,M,1,1,4,5,117895,39,146
Bachelors ,Professional,F,M,1,0,3,4,82073,39,77
Bachelors ,Professional,F,M,1,0,3,4,82491,39,82
Graduate Degree,Professional,F,S,0,1,0,2,98959,39,50
Graduate Degree,Professional,M,S,1,0,0,4,156658,39,82
Graduate Degree,Management,M,M,1,0,0,1,141400,29,89
Bachelors ,Professional,M,S,0,0,0,2,139686,29,81
Bachelors ,Professional,M,M,0,1,2,2,113957,30,117
Graduate Degree,Management,M,M,0,1,4,4,142377,28,149
Graduate Degree,Management,F,M,0,1,4,4,123099,28,95
Bachelors ,Professional,M,M,1,0,0,2,128842,28,89
Bachelors ,Professional,F,M,0,1,2,2,80565,30,71
Bachelors ,Professional,M,M,1,1,2,2,97125,30,108
Bachelors ,Professional,M,M,1,3,5,5,100536,30,157
Bachelors ,Professional,M,M,1,3,5,5,102870,30,153
Bachelors ,Professional,F,M,0,3,5,5,79986,30,93
