Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Year,Age
Partial College,Professional,M,M,0,2,5,5,160552,167,1,1953,45
Bachelors ,Management,F,M,1,3,5,5,141790,111,1,1953,45
Partial College,Professional,F,M,1,2,1,4,102265,60,1,1952,46
Partial College,Professional,F,M,1,2,1,4,97398,58,0,1952,46
Partial College,Professional,F,S,1,3,5,5,136843,95,1,1952,46
High School,Professional,F,S,0,3,5,5,136538,92,1,1951,47
High School,Management,M,S,1,3,1,4,113528,85,1,1950,48
High School,Management,M,S,1,2,5,5,150672,146,1,1950,48
High School,Management,F,M,0,3,1,5,82832,61,0,1949,49
High School,Management,F,M,1,3,1,5,90886,57,0,1949,49
High School,Management,M,M,1,3,5,5,143491,158,1,1949,49
Partial High School,Skilled Manual,F,M,1,4,1,4,92152,62,0,1948,50
High School,Management,F,M,1,4,5,5,137716,99,0,1948,50
High School,Management,M,S,0,4,5,5,154783,143,1,1948,50
Partial High School,Skilled Manual,M,S,0,2,0,5,101506,75,0,1947,51
Partial High School,Professional,M,S,0,3,5,5,146476,144,1,1947,51
Bachelors ,Professional,F,S,0,3,0,0,90981,52,0,1975,23
Bachelors ,Professional,M,S,1,2,0,0,98947,78,0,1975,23
Bachelors ,Professional,M,S,1,2,0,0,99617,72,1,1975,23
Bachelors ,Professional,F,S,0,4,0,0,88685,45,0,1976,22
Bachelors ,Professional,F,S,0,3,0,0,70822,45,0,1976,22
Bachelors ,Professional,F,S,1,3,0,0,86576,46,1,1976,22
Bachelors ,Professional,F,S,0,3,0,0,79565,48,1,1976,22
Bachelors ,Professional,M,M,1,3,0,0,117799,81,0,1976,22
Bachelors ,Professional,M,S,0,2,0,0,122370,77,1,1976,22
Bachelors ,Professional,F,S,0,3,0,0,100528,53,0,1975,23
Bachelors ,Professional,M,S,1,4,0,0,97401,72,1,1974,24
Bachelors ,Professional,F,M,1,3,0,0,114895,52,0,1975,23
Bachelors ,Professional,M,M,1,2,0,0,118712,84,0,1975,23
Bachelors ,Professional,F,S,1,3,0,0,110475,51,1,1974,24
Bachelors ,Professional,F,M,0,3,0,0,122209,56,0,1973,25
Partial College,Management,F,S,1,3,5,5,133959,101,1,1973,25
Partial College,Management,F,S,1,3,5,5,133027,96,1,1973,25
High School,Management,F,M,1,4,5,5,131187,109,1,1973,25
High School,Management,M,S,1,3,5,5,138546,149,1,1972,26
High School,Management,M,S,0,3,5,5,116410,143,1,1972,26
Bachelors ,Professional,M,M,1,4,0,0,124559,87,0,1971,27
Partial High School,Professional,F,S,0,4,5,5,137492,95,1,1972,26
High School,Management,F,M,1,3,5,5,118039,102,1,1971,27
Partial High School,Professional,F,S,1,4,5,5,84680,90,1,1970,28
High School,Management,M,S,0,4,5,5,158265,159,1,1970,28
High School,Management,M,S,1,4,5,5,177822,156,1,1970,28
High School,Management,M,S,0,4,5,5,146477,151,1,1971,27
High School,Professional,F,M,1,2,0,4,51259,51,0,1948,50
High School,Professional,M,M,1,2,0,4,67953,72,0,1948,50
High School,Professional,F,S,1,2,0,4,45270,46,0,1947,51
High School,Professional,F,M,1,2,0,4,58833,45,0,1937,61
Graduate Degree,Management,M,S,1,2,0,3,86712,66,0,1937,61
Graduate Degree,Management,M,S,1,2,0,3,92499,66,0,1937,61
Graduate Degree,Management,M,M,1,2,0,3,109325,78,0,1939,59
Graduate Degree,Management,M,S,1,2,0,3,107955,71,0,1939,59
Graduate Degree,Management,F,S,1,2,0,3,84749,43,0,1939,59
Graduate Degree,Management,M,M,1,2,0,3,111656,77,0,1939,59
Graduate Degree,Management,F,S,1,2,0,3,103959,41,0,1939,59
Bachelors ,Management,F,M,1,2,0,3,101185,49,0,1940,58
Bachelors ,Management,F,S,0,2,0,3,86669,44,0,1940,58
Bachelors ,Management,F,S,0,2,0,3,74286,44,0,1940,58
Bachelors ,Management,F,S,0,2,0,3,99320,43,0,1940,58
High School,Professional,F,S,0,2,0,4,51092,42,1,1941,57
Bachelors ,Management,F,S,1,2,0,3,63685,44,0,1941,57
Bachelors ,Management,M,S,0,2,0,3,76687,64,0,1941,57
Bachelors ,Management,F,S,0,2,0,3,68761,44,0,1941,57
Bachelors ,Management,F,M,1,2,0,3,77063,46,0,1941,57
Bachelors ,Management,F,S,0,2,0,3,49461,40,0,1941,57
Bachelors ,Management,M,M,1,2,0,4,73579,71,0,1941,57
Bachelors ,Management,M,M,1,2,0,4,76781,69,0,1942,56
Bachelors ,Management,M,S,1,2,0,4,71283,66,0,1942,56
Bachelors ,Management,F,S,0,2,0,4,60959,43,0,1942,56
Bachelors ,Management,F,S,0,2,0,4,78439,46,1,1943,55
High School,Professional,F,S,0,2,0,4,54291,46,0,1944,54
Partial High School,Clerical,M,M,0,2,0,5,59959,64,0,1944,54
High School,Professional,M,S,1,2,0,4,59965,63,0,1947,51
High School,Professional,F,S,1,2,0,4,50864,42,1,1947,51
High School,Professional,F,S,0,2,0,4,43279,41,0,1947,51
Partial High School,Clerical,F,S,0,3,0,5,28731,40,0,1945,53
Partial High School,Skilled Manual,M,M,1,3,0,5,57095,69,0,1945,53
Partial High School,Skilled Manual,F,M,1,3,0,5,36943,47,0,1945,53
Partial High School,Skilled Manual,F,S,0,3,0,5,33515,48,0,1945,53
High School,Professional,M,S,0,3,0,5,57073,68,0,1946,52
High School,Professional,M,M,1,4,0,5,61367,67,0,1946,52
High School,Professional,F,M,0,4,0,5,58169,48,0,1946,52
Bachelors ,Management,M,S,1,3,0,5,93205,73,0,1946,52
High School,Professional,F,M,1,2,1,2,45041,52,0,1947,51
Bachelors ,Management,M,S,1,1,1,2,108546,85,1,1947,51
Bachelors ,Management,M,S,0,1,1,2,89795,86,0,1947,51
Bachelors ,Management,F,S,0,1,1,2,71510,51,1,1947,51
Bachelors ,Management,M,M,1,1,1,2,102114,96,0,1947,51
Bachelors ,Management,M,M,1,1,1,2,90440,96,1,1947,51
Partial College,Professional,M,M,1,1,1,2,90495,89,0,1947,51
High School,Professional,F,S,1,2,1,2,50996,45,0,1948,50
High School,Professional,F,M,1,2,1,2,37239,54,0,1948,50
Partial College,Professional,F,M,1,1,1,2,71529,64,0,1948,50
Partial College,Professional,M,M,1,2,1,2,100907,98,0,1948,50
Partial College,Professional,F,S,1,2,1,2,79666,49,0,1948,50
Partial College,Professional,F,S,1,2,1,2,76026,59,0,1948,50
Partial High School,Skilled Manual,M,M,1,2,1,2,45850,78,0,1949,49
Partial High School,Skilled Manual,F,M,1,2,1,2,40387,57,0,1949,49
Partial High School,Skilled Manual,F,M,1,2,1,2,49417,53,0,1949,49
Partial College,Professional,F,S,1,2,1,2,62226,50,0,1949,49
Partial College,Professional,F,M,1,2,1,2,88758,58,0,1949,49
Partial College,Professional,M,M,1,2,1,2,108290,94,0,1949,49
Partial College,Professional,M,S,0,2,1,2,87005,81,0,1949,49
Partial College,Professional,M,M,1,2,1,5,95612,92,0,1949,49
Partial High School,Skilled Manual,F,M,0,2,1,2,35361,49,0,1950,48
Partial College,Professional,F,S,0,2,1,2,70839,54,0,1950,48
Partial College,Professional,M,M,0,1,2,4,92570,109,0,1950,48
Partial College,Professional,F,M,1,1,2,4,81027,71,0,1950,48
Partial College,Professional,F,M,1,1,2,4,68691,72,0,1950,48
Bachelors ,Management,F,M,1,1,1,3,106936,68,0,1950,48
High School,Professional,F,S,0,2,1,2,76897,52,0,1951,47
High School,Professional,M,M,0,2,1,2,80273,93,0,1951,47
Partial College,Professional,M,M,1,1,1,2,95528,97,0,1951,47
Partial College,Professional,F,S,1,2,1,2,84104,54,1,1951,47
Partial College,Professional,M,M,1,2,1,2,92843,86,1,1951,47
High School,Professional,M,S,1,2,1,2,88923,89,1,1952,46
High School,Professional,M,M,1,2,1,2,85063,94,0,1952,46
Partial High School,Skilled Manual,M,M,1,2,1,2,84865,93,0,1952,46
High School,Professional,M,S,1,2,1,3,99239,86,1,1953,45
Graduate Degree,Professional,F,S,1,0,0,5,82025,44,1,1969,29
Graduate Degree,Professional,M,M,1,2,5,5,116246,162,0,1969,29
Bachelors ,Management,F,S,0,1,0,0,119759,52,1,1968,30
Bachelors ,Management,M,M,0,1,0,0,130113,83,0,1968,30
Bachelors ,Management,M,S,1,1,4,4,134052,135,1,1968,30
Bachelors ,Management,F,M,1,1,4,4,104990,94,1,1968,30
Bachelors ,Management,F,S,1,2,0,0,115921,51,0,1967,31
Bachelors ,Management,M,S,1,2,0,1,114821,73,1,1967,31
Graduate Degree,Management,M,M,1,3,1,2,180917,112,0,1968,30
Graduate Degree,Management,F,S,0,2,0,1,144651,57,0,1968,30
Graduate Degree,Management,F,S,0,1,0,1,135463,57,1,1968,30
Partial College,Skilled Manual,F,M,1,1,0,0,55859,43,0,1979,19
Bachelors ,Professional,M,M,0,2,0,0,70551,73,0,1978,20
High School,Skilled Manual,F,S,0,2,1,2,29759,46,0,1947,51
Partial College,Skilled Manual,F,M,1,1,0,0,42267,45,0,1978,20
Partial College,Skilled Manual,F,M,0,2,0,0,64964,52,0,1978,20
Partial College,Clerical,F,S,0,2,0,2,48708,48,0,1946,52
High School,Skilled Manual,M,S,0,2,0,4,12891,52,0,1947,51
Partial High School,Clerical,M,S,1,2,1,2,18108,65,0,1948,50
Bachelors ,Professional,M,S,0,2,0,0,78724,70,0,1977,21
Partial College,Skilled Manual,F,S,1,2,0,0,48094,43,0,1977,21
Partial College,Skilled Manual,M,S,0,2,0,0,86609,76,0,1977,21
Partial College,Skilled Manual,F,S,1,2,0,0,81039,45,0,1976,22
Partial High School,Clerical,F,M,0,2,1,2,25117,53,0,1949,49
Partial High School,Clerical,M,S,1,2,1,2,16322,66,0,1949,49
Partial High School,Clerical,F,M,1,2,1,2,14271,48,0,1951,47
Partial High School,Clerical,F,M,1,2,1,2,29416,47,0,1951,47
Partial College,Skilled Manual,M,M,1,2,0,2,50782,70,0,1953,45
Partial College,Skilled Manual,M,M,1,2,0,2,52973,75,0,1953,45
Partial High School,Clerical,M,S,0,2,0,3,44087,62,1,1954,44
Partial High School,Clerical,M,S,0,2,0,3,46724,65,1,1954,44
Partial High School,Clerical,F,S,0,2,0,3,40888,42,0,1954,44
Partial College,Skilled Manual,F,S,0,2,0,2,82572,47,0,1955,43
Partial College,Skilled Manual,F,S,1,2,0,2,93409,48,0,1955,43
Partial College,Skilled Manual,F,M,1,2,0,2,97453,55,0,1955,43
Partial College,Skilled Manual,M,M,1,2,0,2,102752,78,0,1955,43
Partial College,Skilled Manual,F,S,0,2,0,2,87847,52,0,1955,43
Partial College,Skilled Manual,F,S,0,2,0,0,41792,42,0,1975,23
High School,Skilled Manual,F,M,1,2,0,0,32163,44,0,1975,23
High School,Skilled Manual,M,M,1,2,0,0,58523,73,0,1975,23
High School,Skilled Manual,F,S,0,2,0,0,42454,44,0,1975,23
Partial College,Skilled Manual,F,M,1,2,0,0,75997,53,0,1975,23
High School,Skilled Manual,M,S,0,2,0,0,41058,61,0,1974,24
High School,Skilled Manual,F,M,1,2,0,0,39030,52,0,1974,24
Partial College,Skilled Manual,F,M,1,2,0,0,75936,52,1,1973,25
Partial College,Skilled Manual,M,M,1,2,0,0,98670,82,0,1973,25
Partial College,Professional,M,S,0,2,0,0,95641,74,0,1976,22
Partial College,Professional,M,M,0,2,0,0,87491,73,0,1976,22
High School,Skilled Manual,M,S,1,2,0,2,108079,76,0,1956,42
Partial College,Professional,F,M,1,2,0,0,76938,51,0,1976,22
High School,Skilled Manual,M,S,0,2,0,2,81061,69,1,1957,41
High School,Skilled Manual,M,M,1,2,0,2,72307,78,0,1957,41
Bachelors ,Management,M,M,1,1,1,1,139866,105,0,1958,40
Bachelors ,Management,F,S,1,2,1,1,107868,56,0,1958,40
Bachelors ,Management,F,S,1,3,1,1,109240,68,0,1959,39
Graduate Degree,Management,M,S,0,3,1,1,183312,98,1,1966,32
Partial High School,Skilled Manual,F,M,1,2,0,2,57495,47,0,1957,41
Partial High School,Skilled Manual,F,M,1,2,0,2,69956,51,0,1957,41
Bachelors ,Skilled Manual,M,M,1,2,4,4,96099,142,1,1964,34
Bachelors ,Skilled Manual,F,S,0,2,4,4,80698,85,1,1964,34
Bachelors ,Skilled Manual,M,S,1,2,4,4,87824,126,1,1964,34
Bachelors ,Skilled Manual,F,M,1,2,4,4,94876,91,1,1964,34
Bachelors ,Skilled Manual,F,S,0,2,2,4,74613,68,0,1964,34
Bachelors ,Skilled Manual,M,S,1,2,2,4,105004,100,1,1964,34
Bachelors ,Professional,M,S,1,2,2,4,91093,105,1,1963,35
Bachelors ,Professional,F,S,0,2,2,4,80401,66,0,1963,35
Bachelors ,Professional,F,S,0,1,0,0,88909,54,0,1968,30
Bachelors ,Professional,M,S,0,1,0,0,95723,76,0,1963,35
Graduate Degree,Professional,F,M,1,0,2,3,94355,79,0,1963,35
Graduate Degree,Professional,M,S,0,0,2,3,107073,100,1,1963,35
Partial College,Skilled Manual,F,M,1,1,0,1,77712,59,0,1962,36
Partial College,Skilled Manual,F,M,1,1,0,1,77922,57,0,1962,36
High School,Skilled Manual,F,M,1,3,3,4,52253,69,0,1961,37
High School,Skilled Manual,F,M,1,3,3,4,35837,70,1,1961,37
High School,Skilled Manual,M,S,1,2,2,4,51519,93,1,1961,37
Partial College,Skilled Manual,M,M,1,1,0,1,105183,88,1,1961,37
Bachelors ,Professional,M,M,0,1,0,0,59899,76,1,1960,38
Partial College,Skilled Manual,M,M,1,1,0,1,91187,81,1,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,76051,53,0,1960,38
Partial College,Skilled Manual,F,S,0,1,0,0,38673,40,1,1967,31
Partial College,Skilled Manual,F,S,0,1,0,0,52146,41,1,1967,31
Partial College,Skilled Manual,F,S,0,1,0,0,36710,44,0,1967,31
Partial College,Skilled Manual,F,S,0,1,0,0,36215,42,1,1967,31
Partial College,Skilled Manual,F,S,0,1,0,0,54943,41,0,1967,31
Graduate Degree,Professional,F,S,1,1,0,0,87905,49,1,1967,31
Graduate Degree,Professional,M,S,0,1,0,0,108820,78,0,1967,31
Graduate Degree,Professional,M,M,0,1,0,0,124525,89,1,1967,31
High School,Skilled Manual,M,S,0,1,0,2,54453,46,0,1927,71
Partial College,Skilled Manual,F,M,1,1,0,1,58375,49,0,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,70961,53,0,1960,38
Partial College,Skilled Manual,M,M,1,1,0,1,91408,79,0,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,78477,54,0,1960,38
Partial College,Skilled Manual,M,M,0,1,0,1,93057,85,1,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,63373,44,0,1959,39
Bachelors ,Professional,M,M,1,0,4,5,116872,146,1,1959,39
Bachelors ,Professional,M,M,1,0,3,4,108909,131,1,1959,39
Graduate Degree,Professional,F,M,1,3,5,5,91402,102,1,1959,39
Graduate Degree,Professional,M,S,1,3,5,5,110757,140,1,1959,39
Graduate Degree,Professional,M,S,1,0,0,1,132070,82,1,1959,39
Partial College,Skilled Manual,F,M,1,1,0,1,85943,54,0,1958,40
Bachelors ,Professional,M,M,1,0,2,3,104345,112,1,1958,40
Bachelors ,Professional,F,S,0,1,0,1,92994,55,0,1958,40
Bachelors ,Professional,F,S,1,1,0,1,81734,48,0,1958,40
Bachelors ,Professional,F,S,1,1,0,1,76069,47,1,1958,40
Graduate Degree,Professional,F,S,1,1,4,5,89034,78,1,1958,40
Graduate Degree,Professional,F,S,0,0,0,5,126209,48,0,1958,40
Graduate Degree,Management,M,S,1,0,4,4,150147,143,1,1969,29
Graduate Degree,Management,M,M,1,0,4,4,145936,150,0,1969,29
Graduate Degree,Management,M,M,0,0,0,1,143176,93,0,1969,29
Bachelors ,Professional,F,M,0,0,0,2,104057,54,0,1969,29
Bachelors ,Professional,M,S,0,0,0,2,142298,79,1,1969,29
Graduate Degree,Management,M,M,1,0,0,1,134756,82,0,1969,29
Graduate Degree,Management,F,M,0,1,4,4,97386,90,0,1970,28
Bachelors ,Professional,M,M,1,1,2,2,94932,108,0,1968,30
Bachelors ,Professional,F,S,1,1,2,2,83490,65,1,1968,30
Bachelors ,Professional,F,S,0,1,2,2,94159,70,1,1967,31
Bachelors ,Professional,F,M,1,3,5,5,81286,93,1,1967,31
Bachelors ,Professional,M,S,1,3,5,5,113250,148,1,1967,31
Graduate Degree,Management,F,S,0,1,0,1,138776,55,0,1969,29
Graduate Degree,Management,F,S,1,0,0,1,148660,57,1,1969,29
Bachelors ,Professional,F,M,1,4,5,5,78331,96,1,1967,31
Bachelors ,Professional,M,M,1,4,5,5,103538,149,1,1967,31
Bachelors ,Professional,M,M,1,4,5,5,96836,156,1,1967,31
Graduate Degree,Management,M,M,1,2,5,5,152809,168,1,1967,31
Bachelors ,Professional,F,M,1,4,5,5,112796,100,1,1966,32
Bachelors ,Professional,M,M,1,0,0,0,132791,86,0,1966,32
Partial High School,Skilled Manual,F,M,1,3,1,3,69883,61,0,1953,45
High School,Professional,F,M,1,2,0,2,79931,52,0,1957,41
High School,Professional,F,M,1,2,0,2,90300,54,0,1957,41
Partial High School,Skilled Manual,M,M,1,2,0,2,130287,89,0,1956,42
Partial High School,Skilled Manual,F,S,1,2,0,2,94367,49,0,1956,42
Partial High School,Skilled Manual,M,M,1,2,0,2,118821,85,0,1956,42
Partial High School,Skilled Manual,F,S,0,2,0,2,94658,58,0,1956,42
High School,Professional,M,S,1,2,0,2,80266,76,0,1956,42
Partial College,Professional,M,M,1,3,4,4,123932,153,1,1965,33
Partial College,Professional,F,S,1,3,4,4,98342,86,1,1965,33
Graduate Degree,Management,M,S,0,4,1,1,176395,101,1,1965,33
Bachelors ,Management,M,M,0,0,3,4,133647,133,1,1964,34
Partial College,Professional,M,M,1,2,3,4,114875,131,1,1964,34
Partial College,Professional,F,M,1,2,3,4,96865,81,0,1964,34
Bachelors ,Management,F,M,1,4,2,3,123967,69,1,1964,34
Bachelors ,Management,F,S,0,4,2,4,145140,67,0,1964,34
Partial College,Professional,F,M,1,0,2,3,91524,70,0,1956,42
Partial College,Professional,M,S,1,2,0,3,112679,82,0,1956,42
Partial College,Professional,F,M,1,2,0,3,101514,51,0,1956,42
Partial High School,Skilled Manual,F,S,1,2,0,2,89668,56,0,1955,43
Partial College,Professional,M,M,1,2,2,2,117168,111,1,1963,35
Partial College,Professional,F,M,1,3,3,4,137420,85,1,1963,35
Partial College,Professional,F,S,1,2,4,5,89556,77,1,1962,36
Partial College,Professional,F,S,1,2,4,5,95787,88,1,1962,36
Partial College,Professional,F,M,1,3,4,5,110583,97,1,1962,36
Partial College,Professional,F,M,1,4,4,5,101200,92,0,1962,36
Partial College,Professional,M,M,1,3,2,2,121610,118,1,1962,36
Bachelors ,Management,M,S,0,2,3,3,163301,129,1,1962,36
Partial College,Professional,M,S,0,4,1,1,159778,93,1,1962,36
Partial College,Professional,F,M,0,3,4,5,73852,85,0,1961,37
Bachelors ,Management,F,M,0,3,3,3,141349,88,0,1961,37
Partial High School,Skilled Manual,F,S,0,2,0,2,90937,44,0,1955,43
High School,Professional,F,M,1,2,0,2,80823,50,1,1955,43
Partial High School,Skilled Manual,F,S,0,2,0,2,69632,51,1,1954,44
Partial High School,Skilled Manual,F,M,1,2,0,2,73906,51,0,1954,44
High School,Professional,F,M,1,2,0,4,57975,38,0,1935,63
Graduate Degree,Management,M,M,1,4,2,2,147861,99,0,1936,62
Partial College,Professional,F,S,0,4,4,5,93612,79,1,1960,38
Partial College,Professional,M,M,1,1,3,3,120949,134,1,1960,38
Partial College,Professional,F,S,0,3,3,3,94587,79,1,1960,38
Partial College,Professional,F,M,1,4,3,4,132850,89,1,1960,38
Partial High School,Skilled Manual,F,S,1,2,0,2,70387,43,0,1954,44
Partial High School,Skilled Manual,F,M,1,2,0,2,60386,50,0,1954,44
Partial High School,Skilled Manual,F,S,0,2,0,2,68105,41,0,1954,44
High School,Professional,M,M,1,0,1,3,88427,102,1,1954,44
Graduate Degree,Management,M,S,0,2,0,3,112505,73,1,1953,45
Graduate Degree,Management,M,S,0,2,0,3,98357,80,0,1953,45
Partial College,Professional,F,S,1,2,0,3,60664,44,1,1952,46
Partial College,Professional,M,M,0,2,0,3,54101,69,0,1952,46
Partial College,Professional,M,S,1,2,0,3,62308,73,0,1952,46
Partial College,Professional,M,M,1,2,0,3,56991,70,0,1951,47
Partial College,Professional,F,M,0,2,0,3,63351,47,0,1951,47
Partial College,Professional,F,S,0,2,0,3,56404,43,0,1951,47
High School,Professional,F,S,1,2,0,4,55825,45,0,1949,49
Partial College,Professional,F,S,1,2,0,4,52164,45,0,1949,49
High School,Professional,F,S,1,2,0,4,51043,45,1,1949,49
Bachelors ,Professional,M,M,1,3,4,4,91156,136,1,1964,34
Bachelors ,Professional,M,M,0,2,2,3,105681,112,1,1963,35
Bachelors ,Professional,F,M,1,0,3,3,93921,87,0,1967,31
Partial College,Skilled Manual,M,M,1,1,0,3,80931,57,0,1927,71
Partial College,Skilled Manual,M,S,1,1,0,1,92608,76,1,1962,36
Bachelors ,Professional,M,M,1,1,0,1,98894,84,1,1962,36
Bachelors ,Professional,F,M,1,1,0,1,70394,48,0,1962,36
Partial College,Skilled Manual,F,S,0,1,0,1,91275,51,1,1961,37
Graduate Degree,Management,F,S,0,1,0,0,108719,54,0,1966,32
Bachelors ,Professional,M,M,0,1,0,0,128906,86,1,1966,32
Partial College,Skilled Manual,M,S,0,1,0,1,84832,79,0,1960,38
Partial College,Skilled Manual,F,S,1,1,0,1,84224,48,1,1960,38
Partial College,Skilled Manual,F,S,0,1,0,1,76130,40,0,1960,38
Partial College,Skilled Manual,F,S,1,1,0,1,72812,45,0,1960,38
Bachelors ,Professional,M,M,1,4,5,5,113053,157,1,1965,33
Bachelors ,Professional,M,S,1,1,0,1,125014,80,1,1959,39
Bachelors ,Professional,M,S,1,1,0,5,131611,80,0,1959,39
Bachelors ,Professional,F,M,0,1,0,0,95723,56,0,1963,35
Partial College,Skilled Manual,F,M,1,1,0,1,82163,57,1,1962,36
Partial College,Skilled Manual,F,M,0,2,4,5,70611,83,0,1962,36
Partial College,Professional,F,M,1,3,4,5,81064,87,1,1962,36
Partial College,Skilled Manual,F,S,0,1,0,1,72107,40,0,1957,41
Partial College,Skilled Manual,F,M,1,1,0,1,78149,49,0,1957,41
Bachelors ,Management,F,M,1,1,0,2,58718,45,0,1936,62
Partial College,Skilled Manual,F,M,1,3,4,5,80367,84,0,1960,38
Partial College,Skilled Manual,M,M,1,3,4,5,79220,129,0,1960,38
Partial College,Skilled Manual,F,M,1,3,4,5,79239,91,1,1960,38
Partial College,Skilled Manual,F,M,1,3,4,5,86129,91,0,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,62142,53,0,1957,41
High School,Skilled Manual,F,M,1,2,0,0,35448,40,0,1976,22
High School,Skilled Manual,F,S,1,2,0,0,46554,43,0,1976,22
High School,Skilled Manual,M,S,1,1,0,0,62015,75,0,1975,23
High School,Skilled Manual,F,S,1,2,0,0,30721,38,0,1975,23
High School,Skilled Manual,F,M,0,2,0,0,48367,43,0,1980,18
High School,Skilled Manual,F,S,1,2,0,0,49442,42,0,1980,18
High School,Skilled Manual,F,M,1,2,0,0,36636,40,0,1979,19
High School,Skilled Manual,M,S,0,2,0,0,50653,64,0,1980,18
High School,Skilled Manual,M,S,1,2,0,5,40798,56,0,1946,52
Bachelors ,Management,M,M,1,2,0,2,91035,70,0,1937,61
Partial High School,Clerical,M,S,0,2,0,0,49662,67,0,1978,20
High School,Skilled Manual,F,S,0,2,0,0,54528,43,0,1978,20
High School,Skilled Manual,M,S,0,2,0,0,63467,66,1,1978,20
Partial High School,Clerical,F,S,0,2,0,0,46934,43,1,1977,21
Partial High School,Clerical,M,S,0,2,0,0,56502,65,0,1977,21
Partial High School,Clerical,M,S,0,2,0,0,59375,65,1,1977,21
High School,Skilled Manual,M,S,1,2,0,0,51674,60,0,1977,21
High School,Skilled Manual,F,M,1,2,0,0,33915,48,0,1979,19
Bachelors ,Management,M,M,1,2,0,2,85054,78,0,1940,58
Bachelors ,Management,M,S,1,2,0,2,64735,60,0,1941,57
High School,Skilled Manual,M,M,1,2,0,0,49782,65,0,1976,22
Partial College,Skilled Manual,M,M,1,1,0,0,64509,75,0,1976,22
Partial College,Skilled Manual,F,S,0,1,0,0,53435,50,1,1976,22
Partial College,Skilled Manual,M,M,1,1,0,0,86542,75,0,1976,22
High School,Skilled Manual,M,S,1,2,0,0,65893,68,0,1975,23
Partial College,Skilled Manual,F,S,1,1,0,0,43424,52,1,1974,24
Partial College,Skilled Manual,F,S,0,1,0,0,70810,50,0,1973,25
Bachelors ,Skilled Manual,M,M,1,1,3,3,52900,113,0,1965,33
Bachelors ,Skilled Manual,M,S,1,1,3,3,63114,107,1,1965,33
Bachelors ,Skilled Manual,F,S,0,2,3,3,47736,67,0,1965,33
Bachelors ,Skilled Manual,F,S,0,2,3,3,41779,62,0,1965,33
